total_flow_packets,total_fw_packets,total_bw_packets,flow_duration,flow_down_up_ratio,flow_total_SYN_flag,flow_total_RST_flag,flow_total_PSH_flag,flow_total_ACK_flag,flow_total_FIN_flag,flow_total_http_get_packets,flow_total_http_2xx_packets,flow_total_http_4xx_packets,flow_websocket_packts_per_second,fw_websocket_packts_per_second,bw_websocket_packts_per_second,flow_websocket_bytes_per_second,fw_websocket_bytes_per_second,bw_websocket_bytes_per_second,flow_total_websocket_ping_packets,flow_total_websocket_pong_packets,flow_total_websocket_close_packets,flow_total_websocket_data_messages,flow_total_ocpp16_heartbeat_packets,flow_total_ocpp16_starttransaction_packets,flow_total_ocpp16_remotestarttransaction_packets,flow_total_ocpp16_authorize_not_accepted_packets,flow_total_ocpp16_setchargingprofile_packets,flow_avg_ocpp16_setchargingprofile_limit,flow_max_ocpp16_setchargingprofile_limit,flow_min_ocpp16_setchargingprofile_limit,flow_avg_ocpp16_setchargingprofile_minchargingrate,flow_min_ocpp16_setchargingprofile_minchargingrate,flow_max_ocpp16_setchargingprofile_minchargingrate,flow_total_ocpp16_metervalues,flow_avg_ocpp16_metervalues_wh_diff,flow_max_ocpp16_metervalues_wh_diff,flow_min_ocpp16_metervalues_wh_diff,label,label_bin
11,6,5,0.005048,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
1740,944,796,119.779368,0.8432203389830508,0,0,958,1740,0,0,0,0,7.9980385269e-06,3.9906705802e-06,4.0073679467e-06,0.0006120252696607,0.0002633842582973,0.0003486410113634,0,0,0,958,478,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
49,24,25,119.024758,1.0416666666666667,0,0,25,49,0,0,0,0,2.1004033463357266e-07,1.0081936062411485e-07,1.0922097400945777e-07,3.4362598746e-05,4.31842928e-06,3.00441694659e-05,5,4,0,16,2,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
1754,956,798,119.931307,0.8347280334728033,0,0,961,1754,0,0,0,0,8.0129202627e-06,3.9939529717e-06,4.018967291e-06,0.0006130759502187,0.0002636008961363,0.0003494750540824,0,0,0,961,480,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
11,6,5,0.021422,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
1692,956,736,119.804055,0.7698744769874477,0,0,957,1692,0,0,0,0,7.9880434764e-06,3.9898482568e-06,3.9981952196e-06,0.0006109976828413,0.0002633299849491,0.0003476676978921,0,0,0,957,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
127,64,63,119.342685,0.984375,0,0,65,127,0,0,0,0,5.446500554265224e-07,2.68135411902288e-07,2.7651464352423445e-07,5.78753528127e-05,4.70577647888e-05,1.08175880239e-05,4,4,0,57,0,5,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
154,75,79,119.974081,1.0533333333333332,0,0,80,154,0,0,0,0,6.668106922194304e-07,3.334053461097152e-07,3.334053461097152e-07,6.99401064801e-05,1.17108627821e-05,5.8229243698e-05,4,6,0,70,0,5,5,5,0,0.0,0,0,0.0,0,0,10,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
125,63,62,113.082,0.984126984126984,0,0,65,125,0,0,0,0,5.748041244406714e-07,2.829804920323305e-07,2.9182363240834084e-07,5.94435896075e-05,4.94508409826e-05,9.9927486248e-06,5,4,0,56,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
11,6,5,0.008661,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
48,23,25,112.794436,1.0869565217391304,0,0,25,48,0,0,0,0,2.216421384473256e-07,1.0638822645471624e-07,1.1525391199260929e-07,3.62606538499e-05,4.5569623664e-06,3.17036914835e-05,5,4,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
48,24,24,109.181791,1.0,0,0,25,48,0,0,0,0,2.2897591046111345e-07,1.0990843702133445e-07,1.1906747343977903e-07,3.74604589514e-05,4.707744719e-06,3.27527142323e-05,5,4,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
1692,956,736,119.791348,0.7698744769874477,0,0,957,1692,0,0,0,0,7.988890817e-06,3.9902714843e-06,3.9986193326e-06,0.0006110624950977,0.0002633579179691,0.0003477045771285,0,0,0,957,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
11,6,5,0.012788,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
1698,948,750,119.616944,0.7911392405063291,0,0,957,1698,0,0,0,0,8.0005387865e-06,3.9877293638e-06,4.0128094227e-06,0.0006121289973768,0.0002631901380125,0.0003489388593642,0,0,0,957,478,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
15,8,7,60.131616,0.875,0,0,9,15,0,0,0,0,8.31509334457268e-08,3.326037337829072e-08,4.989056006743608e-08,3.658641071611979e-07,1.995622402697443e-07,1.6630186689145357e-07,3,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,normal,0
17,8,9,60.190585,1.125,0,0,9,17,0,0,0,0,8.306947008406713e-08,3.3227788033626854e-08,4.984168205044029e-08,3.655056683698954e-07,1.9936672820176122e-07,1.6613894016813426e-07,3,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,normal,0
1727,953,774,119.523586,0.8121720881427072,0,0,956,1727,0,0,0,0,7.9984213325e-06,3.9908441167e-06,4.0075772157e-06,0.0006118792319366,0.0002633957117049,0.0003484835202317,0,0,0,956,478,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
1745,953,792,119.794059,0.8310598111227702,0,0,959,1745,0,0,0,0,8.0054053431e-06,3.9901811825e-06,4.0152241606e-06,0.0006125011591768,0.0002633519580466,0.0003491492011302,0,0,0,959,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
2,1,1,0.0,1.0,0,0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
128,61,67,117.248364,1.098360655737705,0,0,67,128,0,0,0,0,5.714365447350721e-07,2.8145382054115485e-07,2.899827241939172e-07,6.19880717482e-05,5.19751388599e-05,1.00129328883e-05,5,4,0,58,0,4,4,4,0,0.0,0,0,0.0,0,0,9,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
112,57,55,118.997549,0.9649122807017544,0,0,59,112,0,0,0,0,4.958085313168929e-07,2.437024984438965e-07,2.521060328729964e-07,5.04968383844e-05,4.1479845942e-05,9.0169924424e-06,5,4,0,50,0,4,4,4,0,0.0,0,0,0.0,0,0,7,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
42,17,25,65.799635,1.4705882352941178,3,0,23,40,0,1,0,0,3.191507065350743e-07,1.0638356884502477e-07,2.127671376900495e-07,9.0486824129e-05,1.08511240221e-05,7.96357001068e-05,1,1,0,19,0,0,0,0,9,81.11111111111111,90,10,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
1738,956,782,119.777867,0.8179916317991632,0,0,959,1738,0,0,0,0,8.0064875424e-06,3.9907205894e-06,4.015766953e-06,0.0006119077074565,0.0002633875589051,0.0003485201485513,1,0,0,958,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
45,22,23,113.905004,1.0454545454545454,0,0,23,45,0,0,0,0,2.0192264775303465e-07,9.657170109927745e-08,1.0535094665375721e-07,3.02181631985e-05,3.880426535e-06,2.63377366634e-05,5,4,0,14,2,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
48,24,24,117.888939,1.0,0,0,25,48,0,0,0,0,2.120640003384881e-07,1.0179072016247429e-07,1.1027328017601381e-07,3.46597402153e-05,4.3430707269e-06,3.03166694883e-05,5,4,0,16,2,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
52,25,27,115.482055,1.08,0,0,27,52,0,0,0,0,2.3380255919415362e-07,1.1257160257496285e-07,1.2123095661919078e-07,3.55553077055e-05,4.5375015191e-06,3.10178061864e-05,6,5,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
45,22,23,102.960034,1.0454545454545454,0,0,23,45,0,0,0,0,2.2338764961946305e-07,1.0683757155713449e-07,1.1655007806232858e-07,3.34304473908e-05,4.2929278752e-06,2.91375195155e-05,5,4,0,14,2,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
2,1,1,0.0,1.0,0,0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
126,64,62,112.4926,0.96875,0,0,65,126,0,0,0,0,5.778157852160943e-07,2.8446315579869257e-07,2.933526294174017e-07,5.97550416649e-05,4.97099364758e-05,1.00451051891e-05,5,4,0,56,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
1730,779,951,119.767591,1.220795892169448,0,0,958,1730,0,0,0,0,7.9988249909e-06,4.0161115038e-06,3.9827134871e-06,0.0006122607909847,0.0003494017008324,0.0002628590901523,0,0,0,958,477,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
93,42,51,119.84519,1.2142857142857142,0,0,51,93,0,0,0,0,4.255489936642431e-07,2.086024478746289e-07,2.169465457896141e-07,4.28803191851e-05,3.56292980969e-05,7.2510210881e-06,5,4,0,42,0,3,3,3,0,0.0,0,0,0.0,0,0,6,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
11,6,5,0.004732,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
1687,946,741,119.741661,0.7832980972515856,0,0,961,1687,0,0,0,0,8.0256110694e-06,3.9919272541e-06,4.0336838153e-06,0.0006142223131513,0.0002634671987721,0.0003507551143791,0,0,0,961,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
48,24,24,118.395162,1.0,0,0,25,48,0,0,0,0,2.111572768488632e-07,1.0135549288745433e-07,1.0980178396140882e-07,3.45453304924e-05,4.341393612e-06,3.02039368804e-05,5,4,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
1729,773,956,119.77527,1.2367399741267788,0,0,955,1729,0,0,0,0,7.9732652658e-06,3.9908071173e-06,3.9824581484e-06,0.0006100424570113,0.0003472002192105,0.0002628422378008,0,0,0,955,477,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
125,64,61,119.617954,0.953125,0,0,67,125,0,0,0,0,5.60116585842958e-07,2.758783184002629e-07,2.842382674426951e-07,5.67306142019e-05,4.70330733127e-05,9.6975408892e-06,6,5,0,56,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
11,6,5,0.011236,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
49,23,26,107.689964,1.1304347826086956,0,0,27,49,0,0,0,0,2.5071974209221576e-07,1.20716912859215e-07,1.3000282923300078e-07,3.81279726307e-05,4.8658201798e-06,3.32621524509e-05,6,5,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
11,6,5,0.006202,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
11,6,5,0.007437,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
11,6,5,0.036464,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
109,53,56,101.526818,1.0566037735849056,0,0,57,109,0,0,0,0,5.614280159947494e-07,2.757892008395261e-07,2.856388151552233e-07,5.52267874681e-05,1.03814934887e-05,4.48452939793e-05,5,5,0,47,0,4,5,4,0,0.0,0,0,0.0,0,0,6,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
121,60,61,119.786488,1.0166666666666666,0,0,63,121,0,0,0,0,5.259357800021652e-07,2.58793796509002e-07,2.671419834931633e-07,5.70682062237e-05,4.56896273643e-05,1.13785788594e-05,4,4,0,55,0,3,4,3,0,0.0,0,0,0.0,0,0,9,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
11,6,5,0.020322,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
1734,940,794,119.743608,0.8446808510638298,0,0,961,1734,0,0,0,0,8.0254805751e-06,3.9918623464e-06,4.0336182287e-06,0.0006142123260558,0.0002634629148638,0.0003507494111919,0,0,0,961,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
41,20,21,109.138679,1.05,0,0,21,41,0,0,0,0,1.924157429099907e-07,9.162654424285273e-08,1.00789198667138e-07,2.59394746751e-05,3.4268327546e-06,2.25126419204e-05,4,4,0,13,3,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
125,63,62,106.30575,0.984126984126984,0,0,67,125,0,0,0,0,6.302575354578656e-07,3.104253532852174e-07,3.198321821726483e-07,6.33832130435e-05,5.26970554273e-05,1.06861576161e-05,6,5,0,56,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
1742,954,788,119.781801,0.8259958071278826,0,0,959,1742,0,0,0,0,8.0062245849e-06,3.990589522e-06,4.0156350629e-06,0.0006125638401446,0.0002633789084537,0.0003491849316909,0,0,0,959,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
49,24,25,110.19044,1.0416666666666667,0,0,25,49,0,0,0,0,2.268799362267725e-07,1.0890236938885081e-07,1.1797756683792169e-07,4.22722697177e-05,3.23984548931e-05,9.8738148245e-06,4,4,0,17,2,0,0,0,7,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
2,1,1,0.0,1.0,0,0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
11,6,5,0.012558,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
1752,954,798,119.809316,0.8364779874213837,0,0,959,1752,0,0,0,0,8.0043859026e-06,3.9896730568e-06,4.0147128458e-06,0.0006124231608166,0.0002633184217494,0.0003491047390672,0,0,0,959,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
41,20,21,109.813391,1.05,0,0,21,41,0,0,0,0,1.9123350812470585e-07,9.106357529747897e-08,1.0016993282722689e-07,2.54795883682e-05,3.387565001e-06,2.20920233671e-05,5,4,0,12,2,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
1681,957,724,119.825619,0.7565308254963428,0,0,958,1681,0,0,0,0,7.9949513968e-06,3.9891302376e-06,4.0058211591e-06,0.0006109377995368,0.0002632825956859,0.0003476552038508,1,0,0,957,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
125,63,62,113.94973,0.984126984126984,0,0,65,125,0,0,0,0,5.704269768783129e-07,2.808255886170157e-07,2.896013882612973e-07,5.94121635917e-05,4.92848908022e-05,1.01272727895e-05,5,4,0,56,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
123,61,62,98.154036,1.0163934426229508,0,0,63,123,0,0,0,0,6.418482883373232e-07,3.158301101342385e-07,3.2601817820308484e-07,6.71189924375e-05,5.65030255098e-05,1.06159669277e-05,5,4,0,54,0,4,3,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
11,6,5,0.014858,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
4,2,2,7.323723,1.0,0,0,3,4,1,0,0,0,4.096277262261284e-07,1.365425754087095e-07,2.7308515081741893e-07,0.0001575701320216,7.83754382845e-05,7.9194693737e-05,1,0,0,2,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
45,22,23,110.225321,1.0454545454545454,0,0,23,45,0,0,0,0,2.0866348849190469e-07,9.979558145265008e-08,1.088679070392546e-07,3.1226944669e-05,4.0099679092e-06,2.72169767598e-05,5,4,0,14,2,0,0,0,5,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
80,40,40,110.110971,1.0,0,0,41,80,0,0,0,0,3.723516342436033e-07,1.8163494353346498e-07,1.9071669071013825e-07,5.38365972633e-05,4.41736182673e-05,9.6629789959e-06,4,4,0,33,0,0,4,0,0,0.0,0,0,0.0,0,0,13,1.5,2,0,normal,0
53,26,27,117.808421,1.0384615384615383,0,0,27,53,0,0,0,0,2.291856538846234e-07,1.1034864816667053e-07,1.188370057179529e-07,3.50993584745e-05,4.4478993568e-06,3.06514591176e-05,5,5,0,17,3,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
128,60,68,118.436375,1.1333333333333333,0,0,68,128,0,0,0,0,5.741479338590024e-07,2.870739669295012e-07,2.870739669295012e-07,6.43890021118e-05,5.54728224331e-05,8.9161796787e-06,5,4,0,59,0,4,3,4,0,0.0,0,0,0.0,0,0,12,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
15,8,7,60.094084,0.875,0,0,9,15,0,0,0,0,8.32028656930689e-08,3.328114627722756e-08,4.992171941584133e-08,3.660926090495032e-07,1.996868776633653e-07,1.6640573138613777e-07,3,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,normal,0
125,58,67,113.299995,1.1551724137931034,0,0,67,125,0,0,0,0,5.913504232723047e-07,2.912621487759113e-07,3.000882744963934e-07,6.34686700559e-05,5.30626678315e-05,1.04060022244e-05,5,5,0,57,0,5,3,4,0,0.0,0,0,0.0,0,0,10,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
11,6,5,0.010378,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
117,58,59,119.31979,1.0172413793103448,0,0,59,117,0,0,0,0,4.944695259688272e-07,2.4304434327281334e-07,2.5142518269601376e-07,5.2045012818e-05,4.14600126265e-05,1.05850001915e-05,4,4,0,51,0,3,4,3,0,0.0,0,0,0.0,0,0,7,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
11,6,5,0.013052,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
1710,949,761,119.758797,0.8018967334035827,0,0,959,1710,0,0,0,0,8.0077624694e-06,3.9913560587e-06,4.0164064106e-06,0.0006126815051423,0.0002634294998804,0.0003492520052618,0,0,0,959,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
11,6,5,0.013885,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
11,6,5,0.021312,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
49,24,25,104.179135,1.0416666666666667,0,0,25,49,0,0,0,0,2.3997127639810026e-07,1.1518621267108813e-07,1.2478506372701214e-07,3.92593008187e-05,4.9338094427e-06,3.43254913759e-05,5,4,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
48,24,24,116.457992,1.0,0,0,25,48,0,0,0,0,2.146696810640527e-07,1.0304144691074529e-07,1.116282341533074e-07,3.50856126731e-05,4.3964350681e-06,3.06891776049e-05,5,4,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
39,18,21,119.985697,1.1666666666666667,0,0,21,39,0,0,0,0,1.7502086102812738e-07,8.334326715625113e-08,9.167759387187625e-08,2.33194461503e-05,2.01857393052e-05,3.133706845e-06,4,5,0,12,2,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
1716,949,767,119.761552,0.8082191780821918,0,0,960,1716,0,0,0,0,8.0159281836e-06,3.9912642414e-06,4.0246639422e-06,0.0006133938544817,0.0002634234399367,0.000349970414545,0,0,0,960,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
125,62,63,105.293019,1.0161290322580645,0,0,65,125,0,0,0,0,6.173248769702386e-07,3.0391378558534825e-07,3.134110913848905e-07,6.42967602629e-05,5.33368693702e-05,1.09598908926e-05,5,4,0,56,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
96,51,45,114.369504,0.8823529411764706,0,0,53,96,0,0,0,0,4.6341024614393714e-07,2.2733332829702575e-07,2.3607691784691134e-07,4.60699733383e-05,3.74925119899e-05,8.5774613484e-06,5,4,0,44,0,3,4,3,0,0.0,0,0,0.0,0,0,6,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
104,51,53,111.210035,1.03921568627451,0,0,53,104,0,0,0,0,4.7657569750787334e-07,2.3379185160763602e-07,2.4278384590023734e-07,4.70551061331e-05,3.83958156294e-05,8.6592905037e-06,5,4,0,44,0,3,4,3,0,0.0,0,0,0.0,0,0,6,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
11,6,5,0.005143,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
99,48,51,102.369075,1.0625,0,0,53,99,0,0,0,0,5.177344818247113e-07,2.539829533479716e-07,2.637515284767397e-07,5.21544226124e-05,9.3485263982e-06,4.28058962142e-05,4,4,0,45,0,3,5,3,0,0.0,0,0,0.0,0,0,6,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
125,62,63,116.011282,1.0161290322580645,0,0,65,125,0,0,0,0,5.602903345210856e-07,2.758352416103807e-07,2.844550929107051e-07,5.88563446786e-05,9.6887128615e-06,4.9167631817e-05,4,4,0,57,0,4,5,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
1722,947,775,119.846721,0.8183738120380147,0,0,962,1722,0,0,0,0,8.0269196518e-06,3.9884278519e-06,4.0384917998e-06,0.000614409800999,0.0002632362382279,0.000351173562771,0,0,0,962,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
1701,956,745,119.782128,0.7792887029288703,0,0,957,1701,0,0,0,0,7.9895057466e-06,3.9905786278e-06,3.9989271187e-06,0.0006111095304635,0.0002633781894407,0.0003477313410227,0,0,0,957,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
123,61,62,107.88394,1.0163934426229508,0,0,65,123,0,0,0,0,6.024993154680854e-07,2.9661504761505746e-07,3.058842678530281e-07,6.23076984396e-05,5.18334795707e-05,1.04742188689e-05,5,4,0,56,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
1669,719,950,119.8001,1.321279554937413,0,0,962,1669,0,0,0,0,8.0300433805e-06,4.0317161671e-06,3.9983272134e-06,0.0006148241946375,0.0003507593065448,0.0002640648880927,0,0,0,962,478,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
1708,956,752,119.829178,0.7866108786610879,0,0,957,1708,0,0,0,0,7.9863687289e-06,3.989011758e-06,3.9973569709e-06,0.0006108695830326,0.0002632747760315,0.000347594807001,0,0,0,957,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
49,24,25,117.661998,1.0416666666666667,0,0,25,49,0,0,0,0,2.1247301953856005e-07,1.0198704937850877e-07,1.1048597016005117e-07,3.50070546991e-05,4.3684452817e-06,3.06386094174e-05,4,4,0,17,3,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
