index,flow_id,src_ip,dst_ip,src_port,dst_port,total_flow_packets,total_fw_packets,total_bw_packets,flow_duration,flow_down_up_ratio,flow_total_SYN_flag,flow_total_RST_flag,flow_total_PSH_flag,flow_total_ACK_flag,flow_total_URG_flag,flow_total_CWE_flag,flow_total_ECE_flag,flow_total_FIN_flag,flow_start_timestamp,flow_end_timestamp,flow_total_http_get_packets,flow_total_http_2xx_packets,flow_total_http_4xx_packets,flow_total_http_5xx_packets,flow_websocket_packts_per_second,fw_websocket_packts_per_second,bw_websocket_packts_per_second,flow_websocket_bytes_per_second,fw_websocket_bytes_per_second,bw_websocket_bytes_per_second,flow_total_websocket_ping_packets,flow_total_websocket_pong_packets,flow_total_websocket_close_packets,flow_total_websocket_data_messages,flow_total_ocpp16_heartbeat_packets,flow_total_ocpp16_resetHard_packets,flow_total_ocpp16_resetSoft_packets,flow_total_ocpp16_unlockconnector_packets,flow_total_ocpp16_starttransaction_packets,flow_total_ocpp16_remotestarttransaction_packets,flow_total_ocpp16_authorize_not_accepted_packets,flow_total_ocpp16_setchargingprofile_packets,flow_avg_ocpp16_setchargingprofile_limit,flow_max_ocpp16_setchargingprofile_limit,flow_min_ocpp16_setchargingprofile_limit,flow_avg_ocpp16_setchargingprofile_minchargingrate,flow_min_ocpp16_setchargingprofile_minchargingrate,flow_max_ocpp16_setchargingprofile_minchargingrate,flow_total_ocpp16_metervalues,flow_min_ocpp16_metervalues_soc,flow_max_ocpp16_metervalues_soc,flow_avg_ocpp16_metervalues_wh_diff,flow_max_ocpp16_metervalues_wh_diff,flow_min_ocpp16_metervalues_wh_diff,label
5645,192.168.21.225-192.168.21.70-41204-80,192.168.21.225,192.168.21.70,41204,80,1728,940,788,119742235.0,0.8382978723404255,0,0,963,1728,0,0,0,0,1719309123048688.0,1719309242790923.0,0,0,0,0,8.0422751421e-06,3.9919081183e-06,4.0503670237e-06,0.0006156724901618,0.0002634659358078,0.000352206554354,0,0,0,963,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5646,192.168.21.225-192.168.21.70-41566-80,192.168.21.225,192.168.21.70,41566,80,1737,954,783,119818269.0,0.8207547169811321,0,0,959,1737,0,0,0,0,1719309723099494.0,1719309842917763.0,0,0,0,0,8.003787803e-06,3.9893749424e-06,4.0144128605e-06,0.0006117013758561,0.0002632987462037,0.0003484026296524,1,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5647,192.168.21.225-192.168.21.70-41344-80,192.168.21.225,192.168.21.70,41344,80,1703,954,749,119635814.0,0.7851153039832285,0,0,955,1703,0,0,0,0,1719306243124746.0,1719306362760560.0,0,0,0,0,7.98255947e-06,3.9871003845e-06,3.9954590855e-06,0.0006105780330963,0.0002631486253773,0.0003474294077189,0,0,0,955,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5648,192.168.21.225-192.168.21.70-41016-80,192.168.21.225,192.168.21.70,41016,80,1682,955,727,119849977.0,0.7612565445026178,0,0,958,1682,0,0,0,0,1719311402903992.0,1719311522753969.0,0,0,0,0,7.9933265235e-06,3.9883194971e-06,4.0050070264e-06,0.0006114894790509,0.0002632290868107,0.0003482603922402,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5649,192.168.21.225-192.168.21.70-41478-80,192.168.21.225,192.168.21.70,41478,80,1681,946,735,119754921.0,0.7769556025369979,0,0,961,1681,0,0,0,0,1719316203157016.0,1719316322911937.0,0,0,0,0,8.0247224245e-06,3.9914852434e-06,4.0332371811e-06,0.0006141543026862,0.0002634380260665,0.0003507162766196,0,0,0,961,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5650,192.168.21.225-192.168.21.70-41458-80,192.168.21.225,192.168.21.70,41458,80,1730,942,788,119864139.0,0.8365180467091295,0,0,965,1730,0,0,0,0,1719307443096378.0,1719307562960517.0,0,0,0,0,8.0507815602e-06,3.9878482754e-06,4.0629332848e-06,0.0006164979836045,0.00026319798618,0.0003532999974245,0,0,0,965,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5651,192.168.21.225-192.168.21.70-41340-80,192.168.21.225,192.168.21.70,41340,80,1735,956,779,119779212.0,0.8148535564853556,0,0,957,1735,0,0,0,0,1719308403084443.0,1719308522863655.0,0,0,0,0,7.9897002494e-06,3.9906757776e-06,3.9990244717e-06,0.0006111244077979,0.0002633846013279,0.0003477398064699,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5652,192.168.21.70-192.168.21.225-80-41428,192.168.21.70,192.168.21.225,80,41428,1714,757,957,119994724.0,1.2642007926023775,0,0,957,1714,0,0,0,0,1719312003043046.0,1719312123037770.0,0,0,0,0,7.9753506495e-06,3.9835084749e-06,3.9918421746e-06,0.0006102018285403,0.0003465652373182,0.0002636365912221,0,0,0,957,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5653,192.168.21.225-192.168.21.70-41662-80,192.168.21.225,192.168.21.70,41662,80,1733,955,778,119837494.0,0.8146596858638744,0,0,956,1733,0,0,0,0,1719313203246486.0,1719313323083980.0,0,0,0,0,7.9774698893e-06,3.9887349446e-06,3.9887349446e-06,0.0006101012092258,0.0002632565063485,0.0003468447028773,0,0,0,956,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5654,192.168.21.225-192.168.21.70-41204-80,192.168.21.225,192.168.21.70,41204,80,1646,955,691,119805294.0,0.7235602094240837,0,0,958,1646,0,0,0,0,1719308163012176.0,1719308282817470.0,0,0,0,0,7.9963077424e-06,3.9898069946e-06,4.0065007477e-06,0.0006117175422982,0.0002633272616483,0.0003483902806498,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5655,192.168.21.225-192.168.21.70-41048-80,192.168.21.225,192.168.21.70,41048,80,1717,955,762,119789306.0,0.7979057591623037,0,0,958,1717,0,0,0,0,1719313202979500.0,1719313322768806.0,0,0,0,0,7.997374991e-06,3.9903395049e-06,4.0070354861e-06,0.0006117991868155,0.0002633624073254,0.0003484367794901,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5656,192.168.21.70-192.168.21.225-80-41488,192.168.21.70,192.168.21.225,80,41488,1653,701,952,119774545.0,1.3580599144079886,0,0,958,1653,0,0,0,0,1719306963092169.0,1719307082866714.0,0,0,0,0,7.9983605865e-06,4.0075293126e-06,3.9908312738e-06,0.0006115489731144,0.0003479787796313,0.000263570193483,1,0,0,957,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5657,192.168.21.225-192.168.21.70-41390-80,192.168.21.225,192.168.21.70,41390,80,1715,950,765,119865752.0,0.8052631578947368,0,0,959,1715,0,0,0,0,1719312723025847.0,1719312842891599.0,0,0,0,0,8.0006172238e-06,3.987794612e-06,4.0128226117e-06,0.0006121348156227,0.000263194444398,0.0003489403712246,0,0,0,959,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5658,192.168.21.225-192.168.21.70-41764-80,192.168.21.225,192.168.21.70,41764,80,1738,947,791,119785545.0,0.8352692713833157,0,0,961,1738,0,0,0,0,1719306603141677.0,1719306722927222.0,0,0,0,0,8.0226708489e-06,3.9904647927e-06,4.0322060562e-06,0.0006139972899067,0.0002633706763199,0.0003506266135868,0,0,0,961,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5659,192.168.21.70-192.168.21.225-80-41598,192.168.21.70,192.168.21.225,80,41598,1712,767,945,119794522.0,1.2320730117340286,0,0,960,1712,0,0,0,0,1719314883100006.0,1719315002894528.0,0,0,0,0,8.0137220297e-06,4.0319038962e-06,3.9818181335e-06,0.0006135756357874,0.0003507756389728,0.0002627999968145,0,0,0,960,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5660,192.168.21.225-192.168.21.70-41260-80,192.168.21.225,192.168.21.70,41260,80,1735,955,780,119782644.0,0.8167539267015707,0,0,958,1735,0,0,0,0,1719316203165624.0,1719316322948268.0,0,0,0,0,7.9978197843e-06,3.9905614372e-06,4.007258347e-06,0.0006118332134996,0.0002633770548594,0.0003484561586401,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5661,192.168.21.225-192.168.21.70-41106-80,192.168.21.225,192.168.21.70,41106,80,1674,954,720,119775508.0,0.7547169811320755,0,0,958,1674,0,0,0,0,1719314042981684.0,1719314162757192.0,0,0,0,0,7.9982962794e-06,3.9907991874e-06,4.0074970919e-06,0.0006118696653743,0.0002633927463701,0.0003484769190041,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5662,192.168.21.225-192.168.21.70-41174-80,192.168.21.225,192.168.21.70,41174,80,1722,942,780,119801880.0,0.8280254777070064,0,0,964,1722,0,0,0,0,1719311883001843.0,1719312002803723.0,0,0,0,0,8.0466183001e-06,3.9899206923e-06,4.0566976077e-06,0.0006160921681696,0.0002633347656981,0.0003527574024714,0,0,0,964,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5663,192.168.21.225-192.168.21.70-41104-80,192.168.21.225,192.168.21.70,41104,80,1713,954,759,119778441.0,0.7955974842767296,0,0,958,1713,0,0,0,0,1719314522970956.0,1719314642749397.0,0,0,0,0,7.9981004261e-06,3.9907014652e-06,4.0073989608e-06,0.0006118546825968,0.0002633862967042,0.0003484683858925,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5664,192.168.21.225-192.168.21.70-41340-80,192.168.21.225,192.168.21.70,41340,80,1733,946,787,119615040.0,0.8319238900634249,0,0,955,1733,0,0,0,0,1719306723164328.0,1719306842779368.0,0,0,0,0,7.9839458315e-06,3.9877928394e-06,3.9961529921e-06,0.000610684074511,0.0002631943274023,0.0003474897471087,0,0,0,955,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5665,192.168.21.225-192.168.21.70-41236-80,192.168.21.225,192.168.21.70,41236,80,1739,953,786,119755677.0,0.8247639034627492,0,0,959,1739,0,0,0,0,1719309603117633.0,1719309722873310.0,0,0,0,0,8.007971096e-06,3.9914600457e-06,4.0165110502e-06,0.0006126974673609,0.000263436363021,0.0003492611043399,0,0,0,959,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5666,192.168.21.225-192.168.21.70-41488-80,192.168.21.225,192.168.21.70,41488,80,1722,956,766,119778144.0,0.801255230125523,0,0,957,1722,0,0,0,0,1719314283075583.0,1719314402853727.0,0,0,0,0,7.9897714895e-06,3.9907113604e-06,3.999060129e-06,0.0006111298568793,0.0002633869497927,0.0003477429070866,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5667,192.168.21.225-192.168.21.70-41064-80,192.168.21.225,192.168.21.70,41064,80,1713,954,759,119789481.0,0.7955974842767296,0,0,958,1713,0,0,0,0,1719313922953255.0,1719314042742736.0,0,0,0,0,7.9973633077e-06,3.9903336754e-06,4.0070296322e-06,0.0006117982930404,0.0002633620225802,0.0003484362704601,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5668,192.168.21.225-192.168.21.70-41740-80,192.168.21.225,192.168.21.70,41740,80,1739,944,795,119820363.0,0.8421610169491526,0,0,963,1739,0,0,0,0,1719314403140889.0,1719314522961252.0,0,0,0,0,8.0370312348e-06,3.9893052235e-06,4.0477260113e-06,0.0006152710453731,0.0002632941447523,0.0003519769006208,0,0,0,963,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5669,192.168.21.225-192.168.21.70-41204-80,192.168.21.225,192.168.21.70,41204,80,1731,952,779,119856224.0,0.8182773109243697,0,0,953,1731,0,0,0,0,1719306483012660.0,1719306602868884.0,0,0,0,0,7.9511932563e-06,3.9881116228e-06,3.9630816335e-06,0.0006078282592984,0.0002632153671051,0.0003446128921932,0,0,0,953,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5670,192.168.21.225-192.168.21.70-41542-80,192.168.21.225,192.168.21.70,41542,80,1733,952,781,119719060.0,0.8203781512605042,0,0,962,1733,0,0,0,0,1719308763167589.0,1719308882886649.0,0,0,0,0,8.0354790623e-06,3.9926808646e-06,4.0427981977e-06,0.0006143883856087,0.0002635169370691,0.0003508714485396,1,0,0,961,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5671,192.168.21.225-192.168.21.70-41226-80,192.168.21.225,192.168.21.70,41226,80,1706,947,759,119794226.0,0.8014783526927138,0,0,961,1706,0,0,0,0,1719314763043690.0,1719314882837916.0,0,0,0,0,8.0220894786e-06,3.9901756199e-06,4.0319138586e-06,0.000613952796022,0.0002633515909189,0.0003506012051031,0,0,0,961,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5672,192.168.21.225-192.168.21.70-41138-80,192.168.21.225,192.168.21.70,41138,80,1728,950,778,119830459.0,0.8189473684210526,0,0,961,1728,0,0,0,0,1719307323005860.0,1719307442836319.0,0,0,0,0,8.0196638485e-06,3.9889691151e-06,4.0306947334e-06,0.0006137671558113,0.000263271961597,0.0003504951942143,0,0,0,961,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5673,192.168.21.70-192.168.21.225-80-41712,192.168.21.70,192.168.21.225,80,41712,1762,807,955,119920994.0,1.1833952912019827,0,0,960,1762,0,0,0,0,1719310563159182.0,1719310683080176.0,0,0,0,0,8.0052705367e-06,4.0109740918e-06,3.9942964448e-06,0.000612077981942,0.0003482793012873,0.0002637986806546,1,0,0,959,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5674,192.168.21.225-192.168.21.70-41344-80,192.168.21.225,192.168.21.70,41344,80,1732,956,776,119789411.0,0.8117154811715481,0,0,957,1732,0,0,0,0,1719309603074240.0,1719309722863651.0,0,0,0,0,7.9890199977e-06,3.9903360072e-06,3.9986839905e-06,0.0006110723760049,0.0002633621764781,0.0003477101995267,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5675,192.168.21.225-192.168.21.70-41054-80,192.168.21.225,192.168.21.70,41054,80,1739,952,787,119518440.0,0.8266806722689075,0,0,956,1739,0,0,0,0,1719308403094603.0,1719308522613043.0,0,0,0,0,7.9987657134e-06,3.9910159469e-06,4.0077497664e-06,0.0006119055770808,0.0002634070525016,0.0003484985245791,0,0,0,956,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5676,192.168.21.225-192.168.21.70-41622-80,192.168.21.225,192.168.21.70,41622,80,1697,931,766,119734251.0,0.8227712137486574,0,0,961,1697,0,0,0,0,1719314523205393.0,1719314642939644.0,0,0,0,0,8.0261077509e-06,3.9921743027e-06,4.0339334481e-06,0.0006142603255604,0.0002634835039808,0.0003507768215796,0,0,0,961,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5677,192.168.21.225-192.168.21.70-41554-80,192.168.21.225,192.168.21.70,41554,80,1701,953,748,119861426.0,0.7848898216159497,0,0,957,1701,0,0,0,0,1719313203202595.0,1719313323064021.0,0,0,0,0,7.9842200442e-06,3.9879385382e-06,3.9962815059e-06,0.0006107052322237,0.0002632039435272,0.0003475012886964,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5678,192.168.21.225-192.168.21.70-41638-80,192.168.21.225,192.168.21.70,41638,80,1724,956,768,119808684.0,0.803347280334728,0,0,957,1724,0,0,0,0,1719312243121062.0,1719312362929746.0,0,0,0,0,7.9877348456e-06,3.9896941026e-06,3.998040743e-06,0.0006109740759693,0.0002633198107743,0.000347654265195,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5679,192.168.21.225-192.168.21.70-41128-80,192.168.21.225,192.168.21.70,41128,80,1690,954,736,119784736.0,0.7714884696016772,0,0,959,1690,0,0,0,0,1719311163052951.0,1719311282837687.0,0,0,0,0,8.0060284141e-06,3.9904917434e-06,4.0155366707e-06,0.0006125488309295,0.000263372455068,0.0003491763758614,0,0,0,959,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5680,192.168.21.225-192.168.21.70-41250-80,192.168.21.225,192.168.21.70,41250,80,1656,953,703,119765570.0,0.7376705141657922,0,0,960,1656,0,0,0,0,1719313202953432.0,1719313322719002.0,0,0,0,0,8.0156592583e-06,3.991130339e-06,4.0245289192e-06,0.0006133732758087,0.0002634146023769,0.0003499586734317,0,0,0,960,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5681,192.168.21.70-192.168.21.225-80-41752,192.168.21.70,192.168.21.225,80,41752,1745,788,957,119747350.0,1.214467005076142,0,0,956,1745,0,0,0,0,1719309723140040.0,1719309842887390.0,0,0,0,0,7.9834752084e-06,4.0000885197e-06,3.9833866887e-06,0.0006102347985153,0.0003473312770595,0.0002629035214557,1,0,0,955,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5682,192.168.21.225-192.168.21.70-41464-80,192.168.21.225,192.168.21.70,41464,80,1749,955,794,119780412.0,0.831413612565445,0,0,958,1749,0,0,0,0,1719308403102819.0,1719308522883231.0,0,0,0,0,7.9979688164e-06,3.9906357977e-06,4.0073330186e-06,0.00061184461446,0.0002633819626534,0.0003484626518065,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5683,192.168.21.225-192.168.21.70-41802-80,192.168.21.225,192.168.21.70,41802,80,1689,944,745,119809518.0,0.7891949152542372,0,0,962,1689,0,0,0,0,1719309603281666.0,1719309723091184.0,0,0,0,0,8.029412154e-06,3.9896663301e-06,4.0397458238e-06,0.0006146005862405,0.000263317977792,0.0003512826084485,0,0,0,962,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5684,192.168.21.225-192.168.21.70-41338-80,192.168.21.225,192.168.21.70,41338,80,1724,955,769,119807504.0,0.8052356020942408,0,0,958,1724,0,0,0,0,1719308163080463.0,1719308282887967.0,0,0,0,0,7.9961602405e-06,3.9897333976e-06,4.0064268428e-06,0.0006117062583993,0.000263322404246,0.0003483838541532,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5685,192.168.21.225-192.168.21.70-41374-80,192.168.21.225,192.168.21.70,41374,80,1721,955,766,119712089.0,0.8020942408376963,0,0,958,1721,0,0,0,0,1719309363237797.0,1719309482949886.0,0,0,0,0,8.0025334784e-06,3.9929133639e-06,4.0096201144e-06,0.0006121938111029,0.0002635322820237,0.0003486615290791,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5686,192.168.21.70-192.168.21.225-80-41674,192.168.21.70,192.168.21.225,80,41674,1694,749,945,119752822.0,1.2616822429906542,0,0,960,1694,0,0,0,0,1719307683128794.0,1719307802881616.0,0,0,0,0,8.0165125461e-06,4.0249573408e-06,3.9915552052e-06,0.0006137892934164,0.0003501712886565,0.0002636180047598,0,0,0,960,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5687,192.168.21.225-192.168.21.70-41390-80,192.168.21.225,192.168.21.70,41390,80,1716,946,770,119571680.0,0.813953488372093,0,0,957,1716,0,0,0,0,1719307563213383.0,1719307682785063.0,0,0,0,0,8.0035673999e-06,3.9892389234e-06,4.0143284764e-06,0.0006123607195282,0.0002632897689486,0.0003490709505796,0,0,0,957,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5688,192.168.21.225-192.168.21.70-41704-80,192.168.21.225,192.168.21.70,41704,80,1715,946,769,119796906.0,0.8128964059196617,0,0,963,1715,0,0,0,0,1719314763264264.0,1719314883061170.0,0,0,0,0,8.0386049369e-06,3.9900863549e-06,4.0485185819e-06,0.0006153915193769,0.0002633456994289,0.0003520458199479,0,0,0,963,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5689,192.168.21.225-192.168.21.70-41756-80,192.168.21.225,192.168.21.70,41756,80,1710,956,754,119783376.0,0.7887029288702929,0,0,957,1710,0,0,0,0,1719310923186250.0,1719311042969626.0,0,0,0,0,7.9894225055e-06,3.9905370508e-06,3.9988854546e-06,0.0006111031634306,0.0002633754453539,0.0003477277180766,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5690,192.168.21.225-192.168.21.70-41086-80,192.168.21.225,192.168.21.70,41086,80,1720,940,780,119763160.0,0.8297872340425532,0,0,961,1720,0,0,0,0,1719311762977063.0,1719311882740223.0,0,0,0,0,8.0241703709e-06,3.9912106527e-06,4.0329597181e-06,0.0006141120524875,0.000263419903082,0.0003506921494055,0,0,0,961,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5691,192.168.21.225-192.168.21.70-41764-80,192.168.21.225,192.168.21.70,41764,80,1728,951,777,119867028.0,0.8170347003154574,0,0,957,1728,0,0,0,0,1719307203208938.0,1719307323075966.0,0,0,0,0,7.9838469007e-06,3.9877521615e-06,3.9960947392e-06,0.0006106766908411,0.0002631916426592,0.0003474850481818,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5692,192.168.21.225-192.168.21.70-41078-80,192.168.21.225,192.168.21.70,41078,80,1701,957,744,119822329.0,0.7774294670846394,0,0,958,1701,0,0,0,0,1719315122905829.0,1719315242728158.0,0,0,0,0,7.9951709167e-06,3.9892397684e-06,4.0059311482e-06,0.0006109545742513,0.0002632898247203,0.0003476647495309,1,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5693,192.168.21.225-192.168.21.70-41446-80,192.168.21.225,192.168.21.70,41446,80,1702,944,758,119845903.0,0.8029661016949152,0,0,960,1702,0,0,0,0,1719306723139251.0,1719306842985154.0,0,0,0,0,8.0102863424e-06,3.9884550746e-06,4.0218312677e-06,0.0006129621302114,0.0002632380349289,0.0003497240952825,0,0,0,960,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5694,192.168.21.225-192.168.21.70-41054-80,192.168.21.225,192.168.21.70,41054,80,1713,956,757,119709854.0,0.7918410041841004,0,0,957,1713,0,0,0,0,1719308882937328.0,1719309002647182.0,0,0,0,0,7.9943293557e-06,3.9929879122e-06,4.0013414434e-06,0.0006114784836342,0.0002635372022089,0.0003479412814253,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5695,192.168.21.225-192.168.21.70-40982-80,192.168.21.225,192.168.21.70,40982,80,1696,953,743,119579547.0,0.7796432318992654,0,0,956,1696,0,0,0,0,1719307683060064.0,1719307802639611.0,0,0,0,0,7.9946782203e-06,3.988976476e-06,4.0057017442e-06,0.0006115928838566,0.0002632724474194,0.0003483204364371,0,0,0,956,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5696,192.168.21.225-192.168.21.70-41622-80,192.168.21.225,192.168.21.70,41622,80,1607,954,653,119816241.0,0.6844863731656184,0,0,958,1607,0,0,0,0,1719311163238633.0,1719311283054874.0,0,0,0,0,7.9955771605e-06,3.9894424663e-06,4.0061346942e-06,0.0006116616527804,0.0002633032027769,0.0003483584500034,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5697,192.168.21.225-192.168.21.70-41786-80,192.168.21.225,192.168.21.70,41786,80,1717,930,787,119801029.0,0.8462365591397849,0,0,968,1717,0,0,0,0,1719312363179436.0,1719312482980465.0,0,0,0,0,8.0800641537e-06,3.9899490345e-06,4.0901151191e-06,0.0006183252399276,0.0002633366362821,0.0003549886036454,1,0,0,967,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5698,192.168.21.225-192.168.21.70-41488-80,192.168.21.225,192.168.21.70,41488,80,1765,954,811,119781449.0,0.850104821802935,0,0,959,1765,0,0,0,0,1719308523103257.0,1719308642884706.0,0,0,0,0,8.0062481127e-06,3.9906012491e-06,4.0156468636e-06,0.000612565640277,0.0002633796824414,0.0003491859578355,0,0,0,959,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
5699,192.168.21.225-192.168.21.70-41478-80,192.168.21.225,192.168.21.70,41478,80,1726,947,779,119831649.0,0.82259767687434,0,0,962,1726,0,0,0,0,1719313683135194.0,1719313802966843.0,0,0,0,0,8.0279292493e-06,3.9889295022e-06,4.038999747e-06,0.0006144870792857,0.0002632693471488,0.0003512177321368,0,0,0,962,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
